"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe","Radiazione globale (MJ/m²)","Radiazione classe"
"1993-09-01","24.9","17.3","9.1","M000","0.0","MZ","1.9","7.8","N","60","310","M00000","94","65","38","M000","20.1","M0"
"1993-09-02","25.0","17.7","11.3","M000","0.0","MZ","1.8","8.5","N","0","360","M00000","95","70","41","M000","19.4","M0"
"1993-09-03","23.4","17.6","12.8","M000","0.0","MZ","2.0","10.4","SSW","10","380","M00000","96","72","44","M000","17.2","M0"
"1993-09-04","23.9","17.1","10.7","M000","0.0","MZ","2.9","14.4","NNE","40","630","M00000","99","51","17","M000","17.8","M0"
"1993-09-05","24.7","15.6","7.4","M000","0.0","MZ","1.5","8.9","SSW","70","250","M00000","86","53","16","M000","20.2","M0"
"1993-09-06","21.6","15.5","10.0","M000","0.0","MZ","1.8","8.0","NNE","50","340","M00000","81","59","35","M000","13.4","M0"
"1993-09-07","16.7","14.5","12.7","M000","1.6","MZ","0.9","3.6","N","130","560","M00000","100","88","73","M000","3.0","M0"
"1993-09-08","15.2","14.1","13.2","M000","4.2","MZ","0.4","2.5","N","750","360","M00000","100","98","93","M000","1.9","M0"
"1993-09-09","15.6","14.7","14.0","M000","5.0","MZ","0.4","2.9","N","750","210","M00000","100","100","99","M000","1.1","M0"
"1993-09-10","24.1","17.4","12.8","M000","5.0","MZ","1.3","4.7","N","230","300","M00000","100","84","54","M000","15.9","M0"
"1993-09-11","21.7","15.6","10.6","M000","0.4","MZ","1.4","6.7","N","60","330","M00000","100","83","57","M000","12.9","M0"
"1993-09-12","23.0","16.7","11.0","M000","0.6","MZ","1.4","7.6","N","110","250","M00000","100","82","55","M000","13.5","M0"
"1993-09-13","15.4","14.7","14.4","M000","68.2","MZ","1.1","7.6","N","140","330","M00000","100","100","99","M000","0.5","M0"
"1993-09-14","19.1","14.6","10.5","M000","7.2","MZ","1.3","9.9","NNE","120","270","M00000","100","87","52","M000","10.4","M0"
"1993-09-15","16.2","12.6","10.0","M000","3.4","MZ","1.1","3.8","N","120","430","M00000","100","95","68","M000","4.0","M0"
"1993-09-16","21.5","15.5","11.6","M000","0.0","MZ","1.1","4.6","N","120","320","M00000","100","85","56","M000","11.6","M0"
"1993-09-17","21.4","15.5","9.8","M000","0.0","MZ","1.4","4.2","N","10","420","M00000","100","82","46","M000","12.4","M0"
"1993-09-18","23.4","17.4","12.9","M000","0.0","MZ","1.0","3.3","N","60","370","M00000","99","81","51","M000","10.8","M0"
"1993-09-19","24.2","18.5","14.6","M000","0.0","MZ","1.4","6.0","SSW","50","370","M00000","100","86","60","M000","14.6","M0"
"1993-09-20","25.4","18.3","12.4","M000","0.0","MZ","1.2","5.4","N","50","300","M00000","100","86","57","M000","14.4","M0"
"1993-09-21","25.4","19.6","15.2","M000","0.0","MZ","1.0","4.6","SSW","130","200","M00000","100","87","61","M000","12.4","M0"
"1993-09-22","18.3","16.7","14.8","M000","95.8","MZ","1.1","4.4","N","150","290","M00000","100","100","95","M000","1.7","M0"
"1993-09-23","15.4","14.7","13.8","M000","104.8","MZ","0.9","6.0","N","300","310","M00000","100","100","100","M000","1.1","M0"
"1993-09-24","14.9","13.8","13.2","M000","173.6","MZ","0.8","4.4","N","370","170","M*****","100","100","100","M000","0.7","M0"
"1993-09-25","14.6","13.3","11.6","M000","17.0","MZ","0.6","3.3","S","530","180","M00000","100","100","100","M000","2.6","M0"
"1993-09-26","19.1","12.7","7.0","M000","0.0","MZ","1.3","8.2","N","170","290","M00000","100","85","35","M000","7.4","M0"
"1993-09-27","15.6","10.4","5.8","M000","25.0","MZ","1.1","5.1","N","120","420","M00000","100","90","57","M000","7.1","M0"
"1993-09-28","12.5","8.3","5.7","M000","21.8","MZ","1.1","4.7","N","200","470","M00000","100","98","82","M000","5.4","M0"
"1993-09-29","20.2","10.8","4.7","M000","0.2","MZ","1.4","6.0","N","20","390","M00000","100","81","25","M000","15.2","M0"
"1993-09-30","16.9","10.5","6.2","M000","7.0","MZ","1.2","5.0","N","50","430","M00000","100","90","57","M000","8.3","M0"
"1993-10-01","9.8","9.2","8.6","M000","71.0","MZ","0.5","2.9","N","670","280","M00000","100","100","100","M000","","M0"
"1993-10-02","10.7","9.4","7.9","M000","90.6","MZ","1.1","4.8","N","280","440","M00000","100","100","100","M000","","M0"
"1993-10-03","19.0","10.7","5.9","M000","0.2","MZ","1.3","5.2","N","160","440","M00000","100","83","31","M000","15.1","M0"
"1993-10-04","19.6","11.1","5.0","M000","0.0","MZ","1.4","4.3","N","50","440","M00000","100","81","35","M000","12.3","M0"
"1993-10-05","14.3","10.4","6.3","M000","12.4","MZ","0.6","4.1","N","530","230","M00000","100","95","73","M000","4.5","M0"
"1993-10-06","11.5","10.4","9.6","M000","26.0","MZ","0.6","3.1","N","610","260","M00000","100","100","100","M000","0.6","M0"
"1993-10-07","17.4","11.8","9.4","M000","28.0","MZ","0.8","5.0","N","430","170","M00000","100","97","71","M000","5.6","M0"
"1993-10-08","12.3","10.2","8.9","M000","32.2","MZ","1.0","8.0","N","320","280","M00000","100","100","99","M000","1.3","M0"
"1993-10-09","18.0","12.2","7.2","M000","1.8","MZ","1.0","4.4","N","230","320","M**00*","100","90","61","M000","10.8","M0"
"1993-10-10","11.9","11.0","10.4","M000","2.4","MZ","","","N","","60","M00000","100","100","100","M000","1.4","M0"
"1993-10-11","12.4","11.4","10.5","M000","2.0","MZ","","","N","","90","M00000","100","100","100","M000","1.5","M0"
"1993-10-12","13.2","11.9","11.2","M000","52.8","MZ","","","N","","370","M00000","100","100","100","M000","0.3","M0"
"1993-10-13","18.8","13.7","11.0","M000","16.2","MZ","1.3","5.4","N","190","330","M*****","100","94","71","M000","6.4","M0"
"1993-10-14","21.6","14.0","10.5","M000","43.2","MZ","1.8","10.3","NNE","90","290","M00000","100","90","49","M000","9.9","M0"
"1993-10-15","16.5","12.3","8.9","M000","1.2","MZ","0.9","3.9","SSW","290","190","M00000","100","95","72","M000","6.8","M0"
"1993-10-16","13.8","10.4","7.2","M000","2.0","MZ","0.9","4.6","N","420","310","M00000","100","94","77","M000","4.7","M0"
"1993-10-17","12.3","10.3","9.1","M000","11.2","MZ","0.6","3.6","N","600","300","M00000","100","99","92","M000","1.8","M0"
"1993-10-18","17.1","11.9","8.9","M000","0.0","MZ","1.0","5.6","N","320","300","M00000","100","95","75","M000","7.5","M0"
"1993-10-19","17.5","12.2","8.4","M000","0.2","MZ","1.1","3.5","N","100","190","M00000","100","93","70","M000","7.5","M0"
"1993-10-20","19.1","13.2","9.0","M000","1.2","MZ","1.4","5.5","N","40","380","M00000","100","90","64","M000","10.0","M0"
"1993-10-21","14.0","11.1","9.1","M000","2.0","MZ","1.8","7.9","N","190","280","M*****","100","84","39","M000","2.9","M*"
"1993-10-22","9.4","6.9","5.4","M000","12.0","MZ","1.2","9.8","N","260","300","M00000","100","84","49","M000","1.5","M0"
"1993-10-23","15.1","8.9","3.7","M000","0.6","MZ","1.3","4.2","N","170","350","M*****","100","89","53","M000","9.1","M0"
"1993-10-24","10.2","8.6","7.6","M000","15.4","MZ","0.5","4.0","NNE","920","110","M00000","100","99","92","M000","2.4","M0"
"1993-10-25","16.6","8.9","4.6","M000","1.4","MZ","1.1","3.8","N","260","330","M00000","100","90","55","M000","9.9","M0"
"1993-10-26","16.4","7.8","2.4","M000","0.0","MZ","1.4","4.2","N","50","400","M*****","100","87","48","M000","9.9","M*"
"1993-10-27","15.8","6.7","2.1","M000","0.0","MZ","1.2","3.5","N","80","480","M00000","100","89","48","M000","7.9","M0"
"1993-10-28","15.0","6.4","1.0","M000","0.0","MZ","1.2","3.6","N","80","500","M00000","100","91","61","M000","8.8","M0"
"1993-10-29","15.3","6.5","1.5","M000","0.0","MZ","1.3","3.6","N","60","420","M00000","100","91","60","M000","8.6","M0"
"1993-10-30","14.9","6.3","0.7","M000","0.0","MZ","1.2","4.8","N","50","370","M00000","100","89","52","M000","8.4","M0"
"1993-10-31","10.1","7.1","2.8","M000","0.4","MZ","1.0","3.5","N","50","430","M00000","100","93","73","M000","2.9","M0"
"1993-11-01","11.3","8.4","6.9","M000","1.6","MZ","0.9","3.3","N","260","350","M00000","100","98","82","M000","2.4","M0"
"1993-11-02","11.7","9.1","7.5","M000","1.4","MZ","0.6","2.4","N","530","380","M00000","100","100","96","M000","2.3","M0"
"1993-11-03","13.0","10.1","8.1","M000","0.0","MZ","0.8","3.0","N","360","280","M00000","100","97","82","M000","3.3","M0"
"1993-11-04","14.1","9.9","6.2","M000","0.0","MZ","1.1","3.8","N","90","500","M00000","100","93","73","M000","5.3","M0"
"1993-11-05","13.0","10.2","7.6","M000","19.6","MZ","1.3","3.9","N","60","400","M00000","100","97","82","M000","2.0","M0"
"1993-11-06","11.8","10.3","9.4","M000","21.8","MZ","0.5","2.6","N","770","370","M00000","100","100","100","M000","1.7","M0"
"1993-11-07","11.5","9.2","6.5","M000","10.4","MZ","0.9","5.9","N","340","370","M00000","100","99","85","M000","2.0","M0"
"1993-11-08","14.8","7.3","3.2","M000","0.0","MZ","1.3","4.4","N","100","480","M00000","100","92","64","M000","7.4","M0"
"1993-11-09","11.8","6.7","2.4","M000","0.0","MZ","1.1","3.4","N","80","590","M00000","100","93","68","M000","4.2","M0"
"1993-11-10","10.9","6.4","3.0","M000","0.0","MZ","1.0","2.8","N","110","480","M00000","100","92","63","M000","3.1","M0"
"1993-11-11","8.9","6.5","3.1","M000","0.2","MZ","0.8","2.9","N","250","280","M00000","100","97","84","M000","1.7","M0"
"1993-11-12","9.1","5.1","2.1","M000","0.0","MZ","1.3","4.1","N","120","410","M00000","100","97","82","M000","2.9","M0"
"1993-11-13","11.9","5.6","0.4","M000","0.0","MZ","1.2","4.8","SSW","140","250","M00000","100","82","28","M000","6.5","M0"
"1993-11-14","11.7","6.6","2.8","M000","0.0","MZ","1.1","6.2","N","90","270","M00000","100","85","28","M000","5.4","M0"
"1993-11-15","12.6","10.1","5.7","M000","0.0","MZ","5.5","16.8","NNE","0","980","M00000","62","29","21","M000","6.7","M0"
"1993-11-16","15.3","6.5","0.0","M000","0.0","MZ","1.8","10.3","N","110","350","M00000","90","52","13","M000","6.8","M0"
"1993-11-17","9.5","1.7","-1.9","M000","0.0","MZ","1.4","3.6","N","70","580","M00000","96","74","27","M000","5.7","M0"
"1993-11-18","6.8","2.8","0.7","M000","0.0","MZ","0.9","4.9","SSW","630","290","M00000","100","87","70","M000","4.6","M0"
"1993-11-19","4.4","2.3","0.3","M000","0.0","MZ","1.7","6.8","SSW","260","770","M00000","96","80","66","M000","4.3","M0"
"1993-11-20","1.6","0.4","-0.9","M000","0.0","MZ","1.3","4.6","SSW","410","640","M*****","95","77","69","M000","2.1","M0"
"1993-11-21","2.8","0.3","-1.1","M000","0.0","MZ","1.0","3.9","SSW","330","430","M00000","86","75","64","M000","4.3","M0"
"1993-11-22","6.5","0.7","-3.6","M000","0.0","MZ","1.2","4.2","N","220","410","M00000","100","80","44","M000","5.6","M0"
"1993-11-23","4.1","-0.7","-6.1","M000","0.0","MZ","0.9","4.1","N","450","360","M*****","100","78","42","M000","4.2","M0"
"1993-11-24","7.1","1.7","-1.2","M000","1.0","MZ","1.0","3.0","N","350","660","M00000","100","96","79","M000","3.8","M0"
"1993-11-25","9.2","1.3","-2.3","M000","0.0","MZ","0.8","3.6","N","540","330","M00000","100","92","57","M000","5.2","M0"
"1993-11-26","8.0","1.0","-2.6","M000","0.0","MZ","1.3","3.5","N","140","450","M00000","100","86","51","M000","5.0","M0"
"1993-11-27","8.1","1.7","-1.4","M000","0.0","MZ","1.2","3.5","N","190","300","M00000","100","89","60","M000","5.3","M0"
"1993-11-28","9.3","0.8","-3.3","M000","0.0","MZ","1.1","3.5","N","80","520","M00000","100","88","45","M000","5.4","M0"
"1993-11-29","3.6","-0.5","-4.4","M000","0.0","MZ","1.2","3.8","N","130","320","M00000","100","96","79","M000","3.4","M0"
"1993-11-30","4.8","-0.6","-3.9","M000","0.0","MZ","1.2","3.3","N","50","490","M00000","100","91","65","M000","4.6","M0"
"1993-12-01","4.6","0.3","-2.8","M000","0.0","MZ","1.1","3.4","N","100","300","M00000","100","88","63","M000","2.5","M0"
"1993-12-02","8.7","0.4","-4.2","M000","0.0","MZ","1.1","3.8","N","190","360","M00000","100","90","52","M000","5.0","M0"
"1993-12-03","11.3","2.7","-2.2","M000","0.0","MZ","1.3","3.7","N","90","570","M00000","100","89","48","M000","5.5","M0"
"1993-12-04","12.3","3.0","-1.4","M000","0.0","MZ","1.2","3.7","N","140","450","M00000","100","89","50","M000","4.9","M0"
"1993-12-05","10.8","2.7","-0.8","M000","0.0","MZ","1.2","4.3","N","80","420","M00000","100","91","57","M000","4.7","M0"
"1993-12-06","9.0","2.5","-2.5","M000","0.0","MZ","1.1","3.2","N","90","420","M00000","100","85","44","M000","4.0","M0"
"1993-12-07","6.9","3.9","1.5","M000","0.4","MZ","0.8","3.8","N","470","170","M00000","100","97","84","M000","3.3","M0"
"1993-12-08","9.8","4.8","1.9","M000","0.0","MZ","1.3","4.2","S","80","240","M00000","100","94","70","M000","4.8","M0"
"1993-12-09","7.5","3.5","1.9","M000","0.0","MZ","1.3","7.4","S","110","300","M00000","100","94","69","M000","3.2","M0"
"1993-12-10","2.3","0.4","-2.3","M000","0.0","MZ","1.1","3.9","S","230","300","M00000","100","99","87","M000","3.0","M0"
"1993-12-11","11.6","5.2","0.3","M000","0.6","MZ","3.7","15.6","NNE","10","420","M00000","100","69","15","M000","3.5","M0"
"1993-12-12","10.3","4.3","-0.6","M000","0.0","MZ","2.7","16.1","NNE","0","310","M00000","88","56","15","M000","5.0","M0"
"1993-12-13","9.7","1.8","-2.6","M000","0.0","MZ","1.3","4.6","N","40","350","M00000","95","70","26","M000","4.9","M0"
"1993-12-14","8.8","2.6","-1.6","M000","0.0","MZ","1.2","4.7","N","140","360","M00000","100","83","52","M000","3.9","M0"
"1993-12-15","6.5","1.0","-3.4","M000","0.0","MZ","0.9","3.4","N","150","210","M00000","100","88","58","M000","4.0","M0"
"1993-12-16","3.8","2.8","1.9","M000","7.4","MZ","1.3","4.7","N","50","250","M00000","100","99","90","M000","0.6","M0"
"1993-12-17","11.7","4.1","1.2","M000","0.0","MZ","1.4","5.2","N","60","300","M00000","100","87","50","M000","4.1","M0"
"1993-12-18","10.9","2.8","-1.1","M000","0.0","MZ","1.3","4.4","N","80","630","M00000","100","91","55","M000","4.5","M0"
"1993-12-19","5.8","1.7","-2.1","M000","0.0","MZ","1.1","3.6","N","150","390","M00000","100","96","79","M000","2.8","M0"
"1993-12-20","10.4","3.8","0.9","M000","0.0","MZ","1.1","4.5","NNE","50","260","M00000","100","94","65","M000","4.1","M0"
"1993-12-21","12.2","7.1","0.9","M000","0.0","MZ","2.6","19.3","NNE","90","230","M00000","100","68","12","M000","3.2","M0"
"1993-12-22","10.7","5.7","1.3","M000","0.0","MZ","3.1","14.5","NE","80","250","M00000","82","39","14","M000","5.0","M0"
"1993-12-23","8.7","2.3","-1.8","M000","0.0","MZ","1.2","4.8","N","90","310","M00000","98","78","43","M000","","M0"
"1993-12-24","5.9","1.5","-1.9","M000","6.0","MZ","1.2","12.0","N","360","380","M00000","100","75","22","M000","","M0"
"1993-12-25","9.5","2.9","-1.8","M000","0.0","MZ","2.4","10.8","N","40","450","M00000","97","74","37","M000","4.9","M0"
"1993-12-26","7.1","3.6","-1.4","M000","0.0","MZ","4.7","13.7","NNE","30","870","M00000","94","43","16","M000","3.9","M0"
"1993-12-27","8.8","4.1","-2.5","M000","0.0","MZ","4.5","15.8","NNE","10","770","M00000","86","38","19","M000","5.0","M0"
"1993-12-28","5.5","-0.9","-5.5","M000","0.0","MZ","1.1","3.6","N","130","400","M00000","95","72","30","M000","4.3","M0"
"1993-12-29","4.9","-0.9","-4.7","M000","0.0","MZ","1.1","3.4","N","150","300","M00000","97","78","43","M000","4.4","M0"
"1993-12-30","7.0","-0.3","-3.4","M000","0.0","MZ","0.9","3.8","NNE","250","180","M00000","100","85","47","M000","4.7","M0"
"1993-12-31","5.4","0.5","-3.5","M000","3.8","MZ","1.1","3.8","NNW","120","260","M00000","100","87","58","M000","4.2","M0"
"1994-01-01","10.5","5.6","-0.2","M000","0.4","MZ","5.1","16.8","NNE","80","760","M00000","100","53","21","M000","5.5","M0"
"1994-01-02","6.2","1.2","-1.0","M000","4.8","MZ","1.5","7.4","N","90","430","M00000","100","82","26","M000","1.1","M0"
"1994-01-03","6.7","1.2","-2.1","M000","0.0","MZ","1.0","5.8","N","310","200","M00000","100","96","76","M000","4.8","M0"
"1994-01-04","2.5","-0.2","-2.6","M000","0.0","MZ","0.9","3.8","N","140","270","M00000","100","100","96","M000","1.2","M0"
"1994-01-05","5.2","1.2","-2.3","M000","6.4","MZ","1.3","5.7","N","120","430","M00000","100","95","73","M000","","M0"
"1994-01-06","0.1","-0.2","-0.4","M000","79.2","MZ","","","","","","M00000","100","100","100","M000","","M0"
"1994-01-07","1.3","0.3","-0.3","M000","89.0","MZ","1.8","4.6","N","40","700","M*****","100","100","100","M000","","M0"
"1994-01-08","3.8","1.6","0.4","M000","17.6","MZ","1.5","3.8","N","20","680","M00000","100","100","98","M000","1.2","M0"
"1994-01-09","3.4","2.0","0.8","M000","8.8","MZ","1.5","3.8","N","70","540","M00000","100","100","100","M000","1.7","M0"
"1994-01-10","5.3","2.5","1.4","M000","5.2","MZ","1.4","4.0","N","170","690","M00000","100","100","94","M000","2.5","M0"
"1994-01-11","4.9","1.9","0.0","M000","21.2","MZ","1.5","4.3","N","90","620","M00000","100","100","96","M000","2.9","M0"
"1994-01-12","11.3","2.8","-0.8","M000","0.0","MZ","1.6","3.4","N","30","600","M00000","100","90","55","M000","5.8","M0"
"1994-01-13","11.2","2.5","-0.9","M000","0.0","MZ","1.4","3.4","N","50","560","M00000","100","91","53","M000","5.5","M0"
"1994-01-14","9.2","2.6","-1.7","M000","0.0","MZ","1.1","5.1","N","100","370","M00000","100","91","65","M000","6.3","M0"
"1994-01-15","3.5","0.4","-2.6","M000","0.0","MZ","1.5","4.6","N","80","430","M00000","100","99","92","M000","2.5","M0"
"1994-01-16","3.9","1.5","-0.5","M000","2.0","MZ","0.9","3.1","N","380","480","M00000","100","100","92","M000","2.9","M0"
"1994-01-17","6.1","0.0","-3.0","M000","0.0","MZ","1.4","3.9","N","70","630","M00000","100","91","59","M000","4.7","M0"
"1994-01-18","8.3","-0.4","-4.1","M000","0.0","MZ","1.5","4.6","N","40","610","M00000","96","75","24","M000","5.9","M0"
"1994-01-19","7.9","-1.2","-5.8","M000","0.0","MZ","1.7","3.9","N","20","720","M00000","95","71","21","M000","6.3","M0"
"1994-01-20","8.6","-0.2","-3.5","M000","0.0","MZ","1.8","4.5","N","10","710","M00000","90","71","27","M000","5.8","M0"
"1994-01-21","8.7","-0.4","-4.8","M000","0.0","MZ","1.4","4.3","N","90","570","M00000","100","74","28","M000","6.2","M0"
"1994-01-22","7.7","-0.4","-5.5","M000","0.0","MZ","1.4","4.5","N","60","610","M00000","100","81","36","M000","6.4","M0"
"1994-01-23","10.6","1.0","-4.5","M000","0.0","MZ","1.2","3.9","N","90","460","M00000","100","83","35","M000","6.3","M0"
"1994-01-24","10.8","3.2","-1.7","M000","0.0","MZ","1.4","4.9","N","60","540","M00000","100","86","55","M000","6.6","M0"
"1994-01-25","9.8","3.7","0.2","M000","0.0","MZ","1.3","6.0","N","130","310","M00000","100","91","65","M000","5.5","M0"
"1994-01-26","10.1","4.4","0.4","M000","0.0","MZ","3.6","14.3","NNE","40","590","M00000","100","75","31","M000","2.4","M0"
"1994-01-27","11.2","5.0","0.1","M000","0.0","MZ","2.3","14.5","NNE","40","340","M00000","94","59","25","M000","6.6","M0"
"1994-01-28","9.8","5.4","-0.4","M000","0.0","MZ","2.4","14.4","NNE","0","320","M00000","94","48","16","M000","4.7","M0"
"1994-01-29","11.4","4.8","-1.5","M000","0.0","MZ","3.7","18.5","NNE","30","500","M00000","89","41","9","M000","7.5","M0"
"1994-01-30","12.1","2.5","-2.2","M000","0.0","MZ","1.4","4.3","N","60","500","M00000","96","74","30","M000","8.0","M0"
"1994-01-31","16.3","4.4","-2.2","M000","0.0","MZ","1.8","10.2","NNE","40","430","M00000","100","71","15","M000","7.3","M0"
"1994-02-01","9.8","2.1","-2.4","M000","0.0","MZ","1.2","3.6","N","200","420","M00000","100","85","45","M000","6.6","M0"
"1994-02-02","7.8","2.2","-1.5","M000","0.0","MZ","","","","","","M00000","100","86","54","M000","4.6","M0"
"1994-02-03","6.1","3.3","1.6","M000","5.0","MZ","1.1","4.3","N","180","460","M*****","100","91","74","M000","1.4","M*"
"1994-02-04","2.1","1.0","0.1","M000","40.0","MZ","1.5","4.1","N","200","830","M00000","100","100","100","M000","0.6","M0"
"1994-02-05","5.2","2.9","1.3","M000","29.2","MZ","1.6","4.3","N","160","630","M00000","100","100","100","M000","1.6","M0"
"1994-02-06","9.6","4.0","0.2","M000","0.6","MZ","1.4","4.6","N","150","600","M00000","100","93","68","M000","6.7","M0"
"1994-02-07","4.6","3.4","2.0","M000","19.6","MZ","1.4","3.4","N","80","820","M00000","100","99","91","M000","1.1","M0"
